Sporadic-1	9945	-0.41	6.30	2.33	0.41	204	724	-420	575	-53	-59	100024.25	6.13	1	1	1	1
Sporadic-1	10972	0.44	7.97	1.33	1.05	-318	207	1231	583	-3	-45	100014.11	6.12	1	1	1	1
Sporadic-1	12003	0.36	7.78	0.62	1.91	546	11	-106	593	31	-27	100015.07	6.13	1	1	1	1
Sporadic-1	13031	0.37	7.34	3.13	0.16	-322	290	28	569	-65	-75	100014.99	6.13	1	1	1	1
Sporadic-1	14059	0.76	7.22	1.27	1.59	380	16	-166	593	25	-11	100010.41	6.12	1	1	1	1
Sporadic-1	15086	0.67	8.28	2.52	0.51	33	-287	573	590	22	-6	100011.39	6.14	1	1	1	1
Sporadic-1	16113	0.45	6.98	4.63	3.16	-818	-378	636	551	-83	-113	100014.10	6.17	1	1	1	1
Sporadic-1	17141	0.60	4.21	6.02	2.37	-482	721	668	536	-142	24	100012.28	6.16	1	1	1	1
Sporadic-1	18171	1.16	2.66	7.94	0.40	-943	573	1473	473	-197	-53	100005.60	6.19	1	1	1	1
Sporadic-1	19200	1.12	0.36	8.26	0.62	786	79	-151	398	-242	-40	100006.03	6.20	1	1	1	1
Sporadic-1	20227	0.80	3.81	5.20	4.85	-723	-239	1425	282	-166	-186	100009.85	6.19	1	1	1	1
Sporadic-1	21255	0.03	6.57	0.74	4.22	1692	-1194	2455	174	44	-196	100018.97	6.19	1	1	1	1
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
Sporadic-1	1	1.73	0.33											0	0	0	0
Sporadic-1	2	1.58	0.30											0	0	0	0
Sporadic-1	3	1.19	0.27											0	0	0	0
Sporadic-1	4	1.48	0.30											0	0	0	0
Sporadic-1	5	1.37	0.37											0	0	0	0
Sporadic-1	6	1.35	0.30											0	0	0	0
Sporadic-1	7	14.64	1.63											1	0	0	0
Sporadic-1	8	60.67	0.07											1	0	0	0
Sporadic-1	9	96.71	0.03											1	0	0	0
Sporadic-1	10	122,33	0.04											1	0	0	0
Sporadic-1	11	137.52	0.47											1	0	0	0
Sporadic-1	12	142.14	0.03											1	0	0	0
Sporadic-1	13	135.86	0.02											1	0	0	0
Sporadic-1	14	121.24	0.20											1	0	0	0
Sporadic-1	15	98.38	0.75											1	0	0	0
Sporadic-1	16	81.33	0.85											1	1	1	0
Sporadic-1	17	58.44	1.57											1	1	1	0
Sporadic-1	18	51.67	1.13											1	1	1	0
Sporadic-1	19	47.23	1.78											1	1	1	0
Sporadic-1	20	42.14	1.48											1	1	1	0
Sporadic-1	21	37.32	2.15											1	1	1	0
Sporadic-1	22	32.65	1.49											1	1	1	0
Sporadic-1	23	25.67	1.95											1	1	1	0
Sporadic-1	24	19.62	1.93											1	1	1	0
Sporadic-1	25	12.88	2.40											1	1	1	0
Sporadic-1	26	6.55	1.33											1	1	1	0
Sporadic-1	27	0.22	1.14											1	1	1	1
Sporadic-1	28	-0.76	1.07											1	1	1	1
Sporadic-1	29	-0.71	1.18											1	1	1	1
Sporadic-1	30	-0.59	1.17											1	1	1	1
Sporadic-1	31	-0.39	1.17											1	1	1	1
Sporadic-1	32	-0.26	1.16											1	1	1	1
Sporadic-1	33	-0.46	1.16											1	1	1	1
Sporadic-1	34	-0.50	1.15											1	1	1	1
Sporadic-1	35	-0.58	1.15											1	1	1	1
Sporadic-1	36	-0.38	1.12											1	1	1	1
Sporadic-1	37	-0.23	1.13											1	1	1	1
